Global Volcanism Program - Volcanoes of the World 4.11.2,,,,Downloaded on 16 Sep 2022 at 10:03 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
332040,Hualalai,10250,Confirmed Eruption,"NW rift zone (Puu Alauawa, Nahaha)",0,,?,1150,,0,,0,,Correlation: Tephrochronology,,,,,,,,19.692,-155.87
323110,Mono Lake Volcanic Field,20659,Confirmed Eruption,Paoha Island,,,,1150,200,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,38,-119.03
311310,Makushin,19869,Confirmed Eruption,,,,,1150,500,0,,0,,Correlation: Tephrochronology,,,,,,,,53.891,-166.923
311110,Kanaga,19709,Confirmed Eruption,,,,,1150,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
332010,Kilauea,19883,Confirmed Eruption,,0,,,1140,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10170,Confirmed Eruption,SW rift zone,0,,?,1130,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20374,Confirmed Eruption,,,,,1120,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312090,Aniakchak,22140,Confirmed Eruption,East-central caldera (Surprise Cone),,,,1120,80,,,,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
329010,Uinkaret Field,20703,Confirmed Eruption,Little Springs,1,,,1100,75,0,,0,,Correlation: Anthropology,,,,,,,,36.38,-113.13
332060,Haleakala,10290,Confirmed Eruption,North crater wall (Hanakauhi flow),,,,1080,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
329020,San Francisco Volcanic Field,20704,Confirmed Eruption,Sunset Crater and SE-trending fissures,4,?,,1075,25,0,,0,,Correlation: Magnetism,,,,,,,,35.347,-111.678
332020,Mauna Loa,10169,Confirmed Eruption,NE rift zone,0,,?,1070,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323020,Medicine Lake,20648,Confirmed Eruption,Upper east flank (Glass Mountain),3,?,?,1060,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
327040,Markagunt Plateau,20700,Confirmed Eruption,Panguitch Lake,,,<,1050,,0,,0,,,,,,,,,,37.58,-112.67
332010,Kilauea,19882,Confirmed Eruption,Lower east rift zone (NE of Iilewa),1,?,,1050,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
332040,Hualalai,10249,Confirmed Eruption,SSE rift zone (3 km NE of Waha Pele),1,,,1050,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
312130,Ugashik-Peulik,20202,Confirmed Eruption,Peulik,,,,1050,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,57.751,-156.368
312090,Aniakchak,20187,Confirmed Eruption,Vent Mtn and other vents?,,,?,1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,56.88,-158.17
311080,Tanaga,19692,Confirmed Eruption,Tanaga,,,?,1050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,51.885,-178.146
332020,Mauna Loa,10168,Confirmed Eruption,NE rift zone,0,,?,1040,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20373,Confirmed Eruption,,,,,1030,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332060,Haleakala,10289,Confirmed Eruption,SW rift zone,,,,1020,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332060,Haleakala,10288,Confirmed Eruption,Haleakala crater (Halali'i),,,,1010,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
323020,Medicine Lake,20647,Confirmed Eruption,SW flank (Little Glass Mountain),3,,?,1010,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
323120,Mono-Inyo Craters,20672,Confirmed Eruption,Mono Craters (dome on NW edge of NW Coulee),,,,1000,200,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,37.804,-119.029
332060,Haleakala,10287,Confirmed Eruption,East rift zone,,,,990,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332060,Haleakala,10286,Confirmed Eruption,Haleakala crater (Puu o ka O'o),,,,980,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
323080,Lassen Volcanic Center,20652,Confirmed Eruption,Chaos Crags,,,,980,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.492,-121.508
311360,Shishaldin,20055,Confirmed Eruption,,,,?,950,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,54.756,-163.97
322020,Jefferson,20578,Confirmed Eruption,S of Jefferson (South Cinder Peak),,,?,950,,0,,0,,Sidereal: Varve Count,,,,,,,,44.674,-121.8
321040,Adams,20517,Confirmed Eruption,East flank?,2,,?,950,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
332020,Mauna Loa,10167,Confirmed Eruption,NE rift zone,0,,?,940,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313010,Augustine,20260,Confirmed Eruption,,,,,930,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
332040,Hualalai,10248,Confirmed Eruption,NW rift zone (2 km NW of Luamakami),0,,,920,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
332060,Haleakala,10285,Confirmed Eruption,Haleakala crater,,,,910,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
321030,Rainier,20493,Confirmed Eruption,,,,,910,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
321020,Glacier Peak,20472,Confirmed Eruption,,3,?,,900,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,48.112,-121.113
332010,Kilauea,19881,Confirmed Eruption,,,,,900,50,0,,0,,Correlation: Tephrochronology,,,,,,,,19.421,-155.287
323080,Lassen Volcanic Center,20651,Confirmed Eruption,Chaos Crags,,,,880,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.492,-121.508
284180,Alamagan,18526,Confirmed Eruption,,4,,,870,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,17.6,145.83
323010,Shasta,20636,Confirmed Eruption,,,,?,850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
332010,Kilauea,19878,Confirmed Eruption,,0,,,850,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
311110,Kanaga,19708,Confirmed Eruption,,,,,850,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
315030,Churchill,20422,Confirmed Eruption,,6,,,847,1,,,,,Correlation: Tephrochronology,,,,,,,,61.38,-141.75
323020,Medicine Lake,20646,Confirmed Eruption,SW flank (Paint Pot Crater),,,?,840,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
323020,Medicine Lake,20645,Confirmed Eruption,North flank,,,?,830,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
332020,Mauna Loa,10166,Confirmed Eruption,Mokuaweoweo and NW flank,0,,?,830,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332020,Mauna Loa,10165,Confirmed Eruption,Mokuaweoweo,0,,?,810,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323080,Lassen Volcanic Center,20650,Confirmed Eruption,Chaos Crags,,,,800,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.492,-121.508
332060,Haleakala,10284,Confirmed Eruption,Haleakala crater (Puu Nole),,,,790,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
323020,Medicine Lake,20644,Confirmed Eruption,NE caldera rim (Mt. Hoffman area),,,?,780,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.611,-121.554
321050,St. Helens,20539,Confirmed Eruption,NE flank (Sugar Bowl),,,,780,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,46.2,-122.18
332040,Hualalai,10247,Confirmed Eruption,SSE rift zone (4.5 km NW of Waha Pele,1,,,770,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313030,Redoubt,20372,Confirmed Eruption,,,,,720,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312090,Aniakchak,20186,Confirmed Eruption,S & NW caldera floor (Vent Mtn & Half Cone),0,,,700,250,0,,0,,Correlation: Tephrochronology,,,,,,,,56.88,-158.17
322110,Newberry,20608,Confirmed Eruption,S caldera wall,4,,,690,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.722,-121.229
322030,Blue Lake Crater,20580,Confirmed Eruption,,,,,680,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.411,-121.774
332010,Kilauea,19877,Confirmed Eruption,East (near Kaipu) and SW rift zones,1,?,,680,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10164,Confirmed Eruption,Mokuaweoweo,0,,?,680,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20371,Confirmed Eruption,,,,,640,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332020,Mauna Loa,10163,Confirmed Eruption,NE rift zone,0,,?,630,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323120,Mono-Inyo Craters,20670,Confirmed Eruption,Southern Mono Craters (South Coulee area),4,,,620,27,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.804,-119.029
332020,Mauna Loa,10162,Confirmed Eruption,Mokuaweoweo,0,,?,600,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20370,Confirmed Eruption,,,,,580,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313010,Augustine,20259,Confirmed Eruption,,,,,570,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
311320,Akutan,19996,Confirmed Eruption,,,,?,550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,54.134,-165.986
332020,Mauna Loa,10161,Confirmed Eruption,Mokuaweoweo,0,,?,550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,19876,Confirmed Eruption,,,,,540,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
284180,Alamagan,18525,Confirmed Eruption,,,,,540,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,17.6,145.83
313030,Redoubt,20369,Confirmed Eruption,,,,,520,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323120,Mono-Inyo Craters,20669,Confirmed Eruption,Mono Craters (NW Coulee and Pumice Pit dome),,,,490,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,37.804,-119.029
322110,Newberry,20607,Confirmed Eruption,South caldera wall,4,,,490,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.722,-121.229
322010,Hood,20566,Confirmed Eruption,Crater Rock,,,,480,37,0,,0,,Isotopic: 14C (calibrated),,,,,,,,45.374,-121.695
322060,Belknap,20588,Confirmed Eruption,Belknap Crater,2,?,?,480,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.285,-121.841
332020,Mauna Loa,10160,Confirmed Eruption,Mokuaweoweo,0,,?,480,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
312090,Aniakchak,20185,Confirmed Eruption,,,,?,460,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,56.88,-158.17
332020,Mauna Loa,10159,Confirmed Eruption,NE rift zone,0,,?,450,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,19875,Confirmed Eruption,Lower east rift zone,0,,<,450,,0,,0,,Correlation: Magnetism,,,,,,,,19.421,-155.287
322070,Three Sisters,20592,Confirmed Eruption,NW of North Sister (Collier Cone),2,?,,440,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.133,-121.767
323120,Mono-Inyo Craters,20668,Confirmed Eruption,Southern Mono Craters,,,,440,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,37.804,-119.029
321030,Rainier,20492,Confirmed Eruption,,,,,440,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
313030,Redoubt,20368,Confirmed Eruption,,,,,440,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
244020,Tutuila,22183,Confirmed Eruption,Cones E of Pava'ia'i Village,3,?,,440,200,,,,,Isotopic: 14C (calibrated),,,,,,,,-14.295,-170.7
321050,St. Helens,20538,Confirmed Eruption,,,,?,420,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
332010,Kilauea,19874,Confirmed Eruption,,,,,420,20,0,,0,,Correlation: Tephrochronology,,,,,,,,19.421,-155.287
311350,Fisher,20049,Confirmed Eruption,Turquoise cone,,,,400,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,54.65,-164.43
332020,Mauna Loa,10158,Confirmed Eruption,Mokuaweoweo,0,,?,350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323110,Mono Lake Volcanic Field,20658,Confirmed Eruption,,,,,350,100,0,,0,,Correlation: Tephrochronology,,,,,,,,38,-119.03
311320,Akutan,19995,Confirmed Eruption,,5,,?,340,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,54.134,-165.986
313010,Augustine,20258,Confirmed Eruption,,,,,340,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
323120,Mono-Inyo Craters,20667,Confirmed Eruption,Mono Craters (South Coulee?),,,,320,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.804,-119.029
314060,Imuruk Lake,20405,Confirmed Eruption,Lost Jim Cone,,,?,300,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,65.517,-163.45
332020,Mauna Loa,20579,Confirmed Eruption,NE rift zone,0,,?,300,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20367,Confirmed Eruption,,,,,290,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
323120,Mono-Inyo Craters,22200,Confirmed Eruption,Inyo Craters (Wilson Butte),3,,,290,50,,,,,Isotopic: 14C (calibrated),,,,,,,,37.804,-119.029
321050,St. Helens,20537,Confirmed Eruption,,,,?,270,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
311180,Seguam,19773,Confirmed Eruption,West of Wilcox volcano,,,,250,500,0,,0,,Isotopic: Uranium-series,,,,,,,,52.315,-172.51
321050,St. Helens,20536,Confirmed Eruption,,0,,?,230,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.2,-122.18
323200,Salton Buttes,22136,Confirmed Eruption,"Rock Hill, N & S Red Hill",,,,210,100,,,,,Correlation: Magnetism,,,,,,,,33.197,-115.616
332020,Mauna Loa,14063,Confirmed Eruption,Mokuaweoweo,0,,?,200,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321020,Glacier Peak,20471,Confirmed Eruption,,4,+,,200,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,48.112,-121.113
321040,Adams,20516,Confirmed Eruption,,2,,?,200,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
311110,Kanaga,19707,Confirmed Eruption,,,,,200,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
312090,Aniakchak,20184,Confirmed Eruption,Northern & western caldera floor,,,,200,255,0,,0,,Correlation: Tephrochronology,,,,,,,,56.88,-158.17
313030,Redoubt,20366,Confirmed Eruption,,,,,190,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
315020,Wrangell,20407,Confirmed Eruption,,4,C,,190,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,62.006,-144.017
321050,St. Helens,20535,Confirmed Eruption,Lower E flank (East Dome),,,?,190,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
323010,Shasta,20635,Confirmed Eruption,,,,?,150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
332020,Mauna Loa,14062,Confirmed Eruption,SE rift zone,0,,?,150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,19871,Confirmed Eruption,Kilauea summit (Powers Caldera),0,,,150,300,0,,0,,Correlation: Magnetism,,,,,,,,19.421,-155.287
313030,Redoubt,20365,Confirmed Eruption,,,,,110,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,60.485,-152.742
332020,Mauna Loa,10157,Confirmed Eruption,SE rift zone,0,,?,100,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321050,St. Helens,20534,Confirmed Eruption,SW flank (Cave basalts),0,,?,100,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
332060,Haleakala,10283,Confirmed Eruption,Haleakala crater,,,,80,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
313030,Redoubt,20364,Confirmed Eruption,,,,,70,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
315030,Churchill,20421,Confirmed Eruption,,6,,,60,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,61.38,-141.75
323010,Shasta,20634,Confirmed Eruption,,0,,?,50,,0,,0,,Correlation: Tephrochronology,,,,,,,,41.409,-122.193
332020,Mauna Loa,10156,Confirmed Eruption,NE rift zone,0,,?,50,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
322070,Three Sisters,20591,Confirmed Eruption,NW of North Sister (Four-in-One Cone),2,?,,40,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.133,-121.767
323120,Mono-Inyo Craters,20666,Confirmed Eruption,Mono Craters (South Coulee?),,,,10,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.804,-119.029
323200,Salton Buttes,20682,Confirmed Eruption,Obsidian Butte,,,,10,100,0,,0,,Correlation: Magnetism,,,,,,,,33.197,-115.616
332020,Mauna Loa,10155,Confirmed Eruption,NE and SW rift zones,0,,?,-30,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332000,Kama'ehuakanaloa,20727,Confirmed Eruption,,0,,,-50,3000,0,,0,,Isotopic: K/Ar,,,,,,,,18.92,-155.27
332010,Kilauea,19870,Confirmed Eruption,,,,,-50,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
322070,Three Sisters,20594,Confirmed Eruption,N & S flanks of South Sister (Devils Hill),3,,?,-50,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,44.133,-121.767
332020,Mauna Loa,10154,Confirmed Eruption,Mokuaweoweo,0,,?,-60,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332020,Mauna Loa,10153,Confirmed Eruption,SE rift zone,0,,?,-80,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332040,Hualalai,10231,Confirmed Eruption,North rift zone (1130-1830 m),0,,,-80,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313030,Redoubt,20363,Confirmed Eruption,,,,,-90,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20362,Confirmed Eruption,,,,,-100,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
311290,Okmok,19834,Confirmed Eruption,Okmok II caldera,6,,,-100,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,53.43,-168.13
321050,St. Helens,20533,Confirmed Eruption,,,,?,-100,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
313010,Augustine,20257,Confirmed Eruption,,,,,-120,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
324020,Craters of the Moon,20693,Confirmed Eruption,"South of Big Craters, near Broken Top",0,,,-130,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.42,-113.5
323160,Ubehebe Craters,20680,Confirmed Eruption,,,,?,-150,,0,,0,,Correlation: Magnetism,,,,,,,,37.02,-117.45
323010,Shasta,20633,Confirmed Eruption,,,,?,-150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
321030,Rainier,20491,Confirmed Eruption,,,,?,-150,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.853,-121.76
313030,Redoubt,20361,Confirmed Eruption,,,,,-160,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332010,Kilauea,20744,Confirmed Eruption,"Summit, East and SW rift zones",0,,,-200,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10152,Confirmed Eruption,NE rift zone,0,,?,-200,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20360,Confirmed Eruption,,,,,-210,200,0,,0,,Correlation: Tephrochronology,,,,,,,,60.485,-152.742
313030,Redoubt,20359,Confirmed Eruption,,,,,-220,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321050,St. Helens,20532,Confirmed Eruption,NNE flank (Dogs Head),,,?,-220,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
321030,Rainier,20490,Confirmed Eruption,,4,,,-250,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
321050,St. Helens,20531,Confirmed Eruption,,,,?,-250,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.2,-122.18
324020,Craters of the Moon,20692,Confirmed Eruption,"Big Craters, Trench Mortar Flat",0,,,-260,25,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.42,-113.5
332010,Kilauea,20743,Confirmed Eruption,,0,,,-270,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
313030,Redoubt,20358,Confirmed Eruption,,,,,-270,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321050,St. Helens,20530,Confirmed Eruption,,,,?,-280,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
332060,Haleakala,10282,Confirmed Eruption,SW rift zone (~2400 m),,,?,-290,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
323200,Salton Buttes,22137,Confirmed Eruption,Mullet Island,,,,-290,100,,,,,Correlation: Magnetism,,,,,,,,33.197,-115.616
324030,Wapi Lava Field,20694,Confirmed Eruption,"Kings Bowl Rift, Wapi Lava Field",2,?,?,-300,,0,,0,,Correlation: Tephrochronology,,,,,,,,42.88,-113.22
332020,Mauna Loa,10151,Confirmed Eruption,NE rift zone,0,,?,-300,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321040,Adams,20515,Confirmed Eruption,,2,,?,-300,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
313010,Augustine,20256,Confirmed Eruption,,,,,-310,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
313010,Augustine,20255,Confirmed Eruption,,,,,-350,200,0,,0,,Correlation: Tephrochronology,,,,,,,,59.363,-153.43
312131,Ukinrek Maars,20205,Confirmed Eruption,Gas Rocks,,,?,-350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,57.832,-156.51
313030,Redoubt,20357,Confirmed Eruption,,,,,-350,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
322070,Three Sisters,20593,Confirmed Eruption,SW flank of South Sister (Rock Mesa),4,,?,-350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,44.133,-121.767
324020,Craters of the Moon,20691,Confirmed Eruption,North Crater,0,,?,-350,,0,,0,,Correlation: Magnetism,,,,,,,,43.42,-113.5
332040,Hualalai,10246,Confirmed Eruption,SE flank (1 km west of Waha Pehe),0,,,-350,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
312090,Aniakchak,20183,Confirmed Eruption,,,,,-370,210,0,,0,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
313030,Redoubt,20356,Confirmed Eruption,,,,,-380,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313030,Redoubt,20355,Confirmed Eruption,,,,,-390,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332060,Haleakala,10281,Confirmed Eruption,North crater wall,,,,-390,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332040,Hualalai,10245,Confirmed Eruption,NW rift zone (Luamakami),0,,,-400,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
332020,Mauna Loa,10150,Confirmed Eruption,SW rift zone,0,,?,-400,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321040,Adams,20514,Confirmed Eruption,,2,,?,-400,,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
321030,Rainier,20489,Confirmed Eruption,,,,,-400,50,0,,0,,Correlation: Tephrochronology,,,,,,,,46.853,-121.76
313030,Redoubt,20354,Confirmed Eruption,,,,,-400,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332010,Kilauea,20742,Confirmed Eruption,East rift zone,0,,,-410,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
313030,Redoubt,20353,Confirmed Eruption,,,,,-420,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332040,Hualalai,10244,Confirmed Eruption,North rift zone (3 km NE of Hainoa),0,,,-440,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313030,Redoubt,20352,Confirmed Eruption,,,,,-450,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313020,Iliamna,20276,Confirmed Eruption,,,,?,-450,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,60.032,-153.09
313030,Redoubt,20351,Confirmed Eruption,,,,,-470,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312150,Mageik,20218,Confirmed Eruption,Between East and Central Mageik,,,,-500,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,58.195,-155.253
332020,Mauna Loa,10149,Confirmed Eruption,SW rift zone,0,,?,-500,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
321030,Rainier,20488,Confirmed Eruption,,,,,-500,50,0,,0,,Correlation: Tephrochronology,,,,,,,,46.853,-121.76
321050,St. Helens,20529,Confirmed Eruption,,5,,?,-530,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
321040,Adams,20513,Confirmed Eruption,,2,,,-550,1000,0,,0,,Correlation: Tephrochronology,,,,,,,,46.206,-121.49
323010,Shasta,20632,Confirmed Eruption,,,,,-550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,41.409,-122.193
311080,Tanaga,19691,Confirmed Eruption,Sajaka One,,,,-550,2500,0,,0,,Correlation: Tephrochronology,,,,,,,,51.885,-178.146
